epoch,acc,loss,lr,val_acc,val_loss
0,0.68675,1.07810673562,0.001,0.3591875,3.79323730183
1,0.8533125,0.452097775549,0.001,0.807466233117,0.675127195844
2,0.899355323281,0.314721592298,0.001,0.883504252126,0.393525323826
3,0.9118125,0.272869974002,0.001,0.868496748374,0.433362833824
4,0.927395631227,0.225642045262,0.001,0.904577288704,0.324231512679
5,0.9335625,0.206777940914,0.001,0.771073036518,0.849628302859
6,0.9376875,0.195976329024,0.001,0.831978489274,0.864499441033
7,0.938849596295,0.188665169895,0.001,0.93971985999,0.185790680253
8,0.9449375,0.166637871135,0.001,0.921460730365,0.2673729543
9,0.954747449459,0.139191591532,0.001,0.946598299179,0.169225167228
10,0.95025,0.148785062661,0.001,0.9209604803,0.292810123942
11,0.951492770862,0.149137971549,0.001,0.931528264132,0.233130061361
12,0.958125,0.130086442269,0.001,0.957603801901,0.129821786247
13,0.956125,0.131764033647,0.001,0.966483241621,0.120217119897
14,0.963572635664,0.113140144138,0.001,0.92296148077,0.291763596825
15,0.966125,0.108080747166,0.001,0.975175087544,0.0743918819355
16,0.963009325906,0.112118451184,0.001,0.955102551276,0.145882621278
17,0.96575,0.105540109303,0.001,0.943034017038,0.191080123713
18,0.965137385028,0.105916548719,0.001,0.928589294677,0.264862809432
19,0.9649375,0.110920982671,0.001,0.953789394697,0.142576355249
20,0.97175,0.0890992581254,0.001,0.969859929995,0.0931841114686
21,0.97120861238,0.0873709670046,0.001,0.96048024012,0.147692472882
22,0.9854375,0.0447097159247,0.0002,0.99556028014,0.0162433340503
23,0.990235964199,0.0301354367736,0.0002,0.995372686343,0.0132512171543
24,0.9915625,0.0248614377783,0.0002,0.996248124062,0.0137013208277
